novel_title,allusion_text,start_pos,end_pos,allusion_type,confidence,biblical_source,context,assigned_annotator,data_type
Paradise (1998),Zechariah,178994,179003,thematic_reference,0.9,Zechariah,did not hear them. Nobody saw the walking man but Zechariah and sometimes a child. Rector never saw him again,annotator_1,overlap
A Mercy (2008),Jacob,233487,233492,character_reference,0.85,Jacob,"ce, even as his hopes were beginning to dim. Then Jacob Vaark died and his widow relied on himself and Wi",annotator_1,overlap
Beloved (1987),Paul,106933,106937,character_reference,0.85,Paul,"lumbar to me."" ""Something funny 'bout that gal,"" Paul D said, mostly to himself. ""Funny how?"" ""Acts sic",annotator_1,unique
Tar Baby (1981),Mary,364408,364412,character_reference,0.85,Mary,"t him red-handed, so to speak. Them, rather. She, Mary, had them stuffed in her blouse. He had some in e",annotator_1,overlap
Beloved (1987),Paul,119944,119948,character_reference,0.85,Paul,"onely daughter. They seemed little and far away. ""Paul D be here in a minute,"" she said. Denver sighed w",annotator_1,overlap
Beloved (1987),Acts,445447,445451,thematic_reference,0.9,Acts,"ound her. Something funny about her. Talks funny. Acts funny."" Paul D dug his fingers underneath his cap",annotator_1,unique
The Bluest Eye (1970),Samson,182086,182092,character_reference,0.7,Samson,"m, was it? Yeh. Samuel. No. No, it wasn't. It was Samson. Samson Fuller."" ""How come you all didn't name me",annotator_1,overlap
Paradise (1998),Zechariah,182149,182158,thematic_reference,0.9,Zechariah,"agon with two horses the State Indians lent them, Zechariah corralled some of the men into building a cook ov",annotator_1,overlap
Song of Solomon (1977),Ruth,251240,251244,thematic_reference,0.9,Ruth,"und and fastened on her the most sor- rowful eyes Ruth had ever seen. ""Reba's gone,"" she said, the secon",annotator_1,overlap
Song of Solomon (1977),Solomon,561802,561809,character_reference,0.85,Solomon,kman's scalp began to tingle. Jay the only son of Solomon? Was that Jake the only son of Solomon? Jake. He,annotator_1,overlap
Song of Solomon (1977),Solomon,503340,503347,character_reference,0.85,Solomon,cans of pineapple and a box of crackers from Mr. Solomon. He ate on the porch with the hens. The men were,annotator_1,overlap
Song of Solomon (1977),Solomon,561669,561676,character_reference,0.85,Solomon,"Sugarman."" Even the name of the town sounded like Solomon: Shalimar, which Mr. Solomon and everybody else p",annotator_1,unique
Song of Solomon (1977),Hagar,166854,166859,character_reference,0.7,Hagar,s sisters choose) from a long list of things that Hagar had mentioned specifically. Things quite out of p,annotator_1,overlap
Paradise (1998),Jesus,22445,22450,character_reference,0.85,Jesus,s new paint is the space where there used to be a Jesus. The brothers approaching the cellar were once id,annotator_1,overlap
Tar Baby (1981),job,439129,439132,thematic_reference,0.9,Job,"l Mr. Street and then we'd be out of a job-a good job. I don't know now what I thought, to tell the tru",annotator_1,overlap
Beloved (1987),Paul,249632,249636,character_reference,0.7,Paul,"en they saw her close in. Beloved did not look at Paul D; her scrutiny was for Sethe. She had no coat, n",annotator_1,overlap
Beloved (1987),Paul,438365,438369,character_reference,0.85,Paul,"at's a load off. I thought everybody gone crazy."" Paul D shook his head. ""Just me.' 99 ""You planning to",annotator_1,overlap
Beloved (1987),ROMANS 9:25,1087,1098,direct_quote,0.95,Romans 9:25,"y people; and her beloved, which was not beloved. ROMANS 9:25 1 One I 1 1 1 -- 124 WAS SPITEFUL. Full of a baby",annotator_1,overlap
Song of Solomon (1977),Hagar,571999,572004,character_reference,0.85,Hagar,"kill her. Him, yeah. But not her."" He smiled, but Hagar wasn't looking, wasn't even listening, and when h",annotator_1,unique
Beloved (1987),Paul,416736,416740,character_reference,0.85,Paul,"ghty sorry; they all were. ""Why she call on him?"" Paul D asked. ""Why she need the school- teacher?"" ""She",annotator_1,overlap
Tar Baby (1981),Gideon,271661,271667,character_reference,0.7,Gideon,an Negro through the streets of town like a king. Gideon even got one of his friends to give them a free t,annotator_1,unique
Song of Solomon (1977),Pilate,173078,173084,character_reference,0.85,Pilate,"should I do?"" 95 The man struggled for breath and Pilate eased up on his throat but not his heart. ""Lemme",annotator_1,unique
Song of Solomon (1977),Grace,542198,542203,thematic_reference,0.8,Grace,"down to see what time it was. ""Oh, look at that."" Grace pointed to his hand. ""What a good- looking watch.",annotator_1,overlap
Beloved (1987),John,257004,257008,thematic_reference,0.9,John,at he had done for her and for the three children John and Ella delivered to her door one summer night.,annotator_1,overlap
A Mercy (2008),Jacob,119543,119548,character_reference,0.85,Jacob,"eak, pustulate, with not even a full day to mourn Jacob, her grief was fresh cut, like hay in famine. Her",annotator_1,unique
Song of Solomon (1977),Pilate,544921,544927,character_reference,0.85,Pilate,"he cared about. Once, long ago, he had cared what Pilate and Hagar thought of him, but having conquered Ha",annotator_1,overlap
Song of Solomon (1977),Hagar,574483,574488,character_reference,0.85,Hagar,"he house to find the comb, but when they found it Hagar couldn't get the teeth through her roped and matt",annotator_1,unique
Song of Solomon (1977),Solomon,564474,564481,character_reference,0.85,Solomon,"omon don't leave me here Buckra's arms to yoke me Solomon done fly, Solomon done gone Solomon cut across th",annotator_1,overlap
Song of Solomon (1977),Pilate,414379,414385,character_reference,0.85,Pilate,"r swallows lye. He just wants what they have. And Pilate is a little nuts, but she wanted us out of there.",annotator_1,unique
Paradise (1998),Mary,438764,438768,character_reference,0.85,Mary,olata knew she knew them. It was some time before Mary Magna could get the pharmacist's attention. Final,annotator_1,overlap
The Bluest Eye (1970),Mary,68250,68254,character_reference,0.85,Mary,"e pennies had bought her nine lovely orgasms with Mary Jane. Lovely Mary Jane, for whom a candy is named",annotator_1,overlap
Tar Baby (1981),Gideon,282903,282909,character_reference,0.7,Gideon,his voice too. He didn't want her chewed over by Gideon's stone-white teeth. Didn't want her in Gideon's,annotator_1,overlap
Song of Solomon (1977),Pilate,620291,620297,character_reference,0.7,Pilate,"ge enough for the interment. When they found one, Pilate squatted down and opened the sack while Milkman d",annotator_1,overlap
Song of Solomon (1977),Jesus,606556,606561,character_reference,0.85,Jesus,"s up in the sky and flew on home. Can you dig it? Jesus God, that must have been something to see. And yo",annotator_1,overlap
Song of Solomon (1977),lot,131072,131075,character_reference,0.7,Lot,four banks once. Some track land was going for a lot of money-railroad money. Erie Lackawanna was buyi,annotator_1,overlap
Song of Solomon (1977),Pilate,227390,227396,character_reference,0.7,Pilate,"n't have been able to save you except for Pilate. Pilate was the one brought you here in the first place.""",annotator_1,unique
Paradise (1998),Mary,435463,435467,character_reference,0.85,Mary,"it, the house was like a castle, full of a beauty Mary Magna said had to be eliminated at once. Consolat",annotator_1,overlap
The Bluest Eye (1970),Jesus,73570,73575,character_reference,0.85,Jesus,"us, ninety- nine!"" ""How come you always say 'Whoa Jesus' and a number?"" Pecola had long wanted to know. """,annotator_1,unique
Paradise (1998),Calvary,404472,404479,character_reference,0.7,Calvary,"r than a political one. Then, as he stood outside Calvary, continuing his requests, he would not have had t",annotator_1,overlap
Beloved (1987),Paul,345254,345258,character_reference,0.85,Paul,"holding shadows she had seen on the road were not Paul D, Denver and herself, but ""us three."" The three",annotator_1,overlap
Song of Solomon (1977),Hagar,504065,504070,character_reference,0.7,Hagar,itar. Now he took them alone. Not only had he let Hagar stab him; he had let the nightmare witch catch hi,annotator_1,overlap
Tar Baby (1981),job,502472,502475,thematic_reference,0.9,Job,d. I can't expect Sydney to do this. It's not his job really. Ondine's either. I really could use you n,annotator_1,overlap
Song of Solomon (1977),Hagar,252531,252536,character_reference,0.85,Hagar,", so help me Jesus, I will tear your throat out."" Hagar looked surprised. She loved nothing in the world",annotator_1,overlap
Song of Solomon (1977),Pilate,621491,621497,character_reference,0.7,Pilate,"and under her head was sweating like a fountain. ""Pilate?"" She sighed. ""Watch Reba for me."" And then, “I w",annotator_1,unique
Beloved (1987),Paul,430969,430973,character_reference,0.85,Paul,s trousers smokes. He laughs. Something is funny. Paul D guesses what it is when Sixo interrupts his lau,annotator_1,overlap
Beloved (1987),Paul,85246,85250,character_reference,0.85,Paul,"a question that's on your mind too?"" ""Oh no. No, Paul D. Oh no."" ""Then she's of one mind and you anothe",annotator_1,overlap
Song of Solomon (1977),Pilate,243196,243202,character_reference,0.85,Pilate,"to worry. Macon wouldn't bother her no more; she, Pilate, would see to it. (Years later Ruth learned that",annotator_1,overlap
Song of Solomon (1977),Pilate,279549,279555,character_reference,0.7,Pilate,"things. After Reba was born, he no longer came to Pilate dressed as he had been on the woods' edge and in",annotator_1,overlap
Tar Baby (1981),Gideon,190927,190933,character_reference,0.85,Gideon,"an old boyfriend and he the one sent her the box, Gideon.” ""Hold on. You going wild."" ""And machete-hair sh",annotator_1,overlap
Song of Solomon (1977),Magdalene,399445,399454,character_reference,0.85,Magdalene,"'t you say? You want me to give it another shot?"" Magdalene called Lena drew one hand out of the pocket of he",annotator_1,overlap
The Bluest Eye (1970),Samson,217961,217967,character_reference,0.7,Samson,"white-haired man on the back. ""Can you tell me is Samson Fuller 'round here somewhere?"" ""Fuller?"" The name",annotator_1,overlap
Paradise (1998),grace,309358,309363,thematic_reference,0.8,Grace,", lay in the amazing shapes and substances. God's grace took: gospel in times of persecution; the exquisi",annotator_1,overlap
The Bluest Eye (1970),numbers,146092,146099,thematic_reference,0.9,Numbers,"ur years of going to school, she was enchanted by numbers and depressed by words. She missed-without knowin",annotator_1,overlap
Song of Solomon (1977),numbers,2608,2615,thematic_reference,0.9,Numbers,rgia began to arrive addressed to people at house numbers on Doctor Street. The post office workers re- tur,annotator_1,unique
Song of Solomon (1977),Hagar,176388,176393,character_reference,0.85,Hagar,"masculine flippancy. ""Be a long wait."" 97 ""Why?"" Hagar sighed as if her patience was being tried. ""I'd l",annotator_1,overlap
Song of Solomon (1977),Grace,539988,539993,thematic_reference,0.8,Grace,"d?"" Milkman couldn't take the time to acknowledge Grace's attentions. ""Not anybody we heard of. After she",annotator_1,unique
Beloved (1987),Jesus,141295,141300,character_reference,0.85,Jesus,"of people is down there. Some is dead."" ""You see Jesus? Baby Suggs?"" ""I don't know. I don't know the nam",annotator_1,overlap
Paradise (1998),hope,261597,261601,thematic_reference,0.8,Hope,A little? I want somebody not from around here. I hope five hundred is enough. I could go a little highe,annotator_1,overlap
Song of Solomon (1977),Hagar,248397,248402,character_reference,0.85,Hagar,"reet, where Pilate lived and where, she supposed, Hagar lived too. How had that chubby little girl weighe",annotator_1,unique
Beloved (1987),Paul,218981,218985,character_reference,0.85,Paul,"st. ""I thought you went out somewhere,"" she said. Paul D moaned, surprised to find himself exactly where",annotator_1,overlap
Song of Solomon (1977),Mary,153510,153514,character_reference,0.85,Mary,"hing,” said Milkman. ""Where can we get a drink?"" ""Mary's?"" ""Naw. Too many broads hasslin you."" ""It's jus",annotator_1,unique
Song of Solomon (1977),Solomon,562432,562439,character_reference,0.85,Solomon,"r tempo: ""Solomon 'n' Reiner Belali Shalut . . ."" Solomon again, and Reiner? Ryna? Why did the second name",annotator_1,unique
Song of Solomon (1977),mark,16966,16970,thematic_reference,0.9,Mark,"r his hour of exercise, Ruth looked for the water mark several times during the day. She knew it was the",annotator_1,unique
A Mercy (2008),Jacob,27853,27858,character_reference,0.85,Jacob,"were at a ball or a court of law. His bitterness, Jacob understood, was unworthy, the result of having hi",annotator_1,overlap
Jazz (1992),job,308305,308308,thematic_reference,0.9,Job,"ter funerals—she had to say no to, because of her job in Tuxedo. So more than anything she wanted gossi",annotator_1,overlap
Beloved (1987),Paul,433623,433627,character_reference,0.85,Paul,"loses the door of the cabin. Carefully, he looks. Paul D does not look back. It is sprinkling now. A tea",annotator_1,overlap
Beloved (1987),Paul,346882,346886,character_reference,0.85,Paul,Baby said: Think on it then lay it down-for good. Paul D convinced me there was a world out there and th,annotator_1,unique
Beloved (1987),Paul,16084,16088,character_reference,0.85,Paul,"th of em walked off just before Baby Suggs died."" Paul D looked at the spot where the grief had soaked h",annotator_1,overlap
Tar Baby (1981),Gideon,363764,363770,character_reference,0.85,Gideon,""" asked Valerian. ""Gideon. Yardman."" ""His name is Gideon?"" asked Jadine. ""What a beautiful name. Gideon.""",annotator_1,overlap
Song of Solomon (1977),Grace,538129,538134,thematic_reference,0.8,Grace,"of wide pale cookies. ""He's from Michigan,"" said Grace. ""I heard him. How do you take your coffee?"" ""Bla",annotator_1,overlap
Tar Baby (1981),Gideon,273622,273628,character_reference,0.7,Gideon,f that nurse and all American women. Waited until Gideon had lied about all the money he made there and wh,annotator_1,overlap
Tar Baby (1981),hope,537842,537846,thematic_reference,0.8,Hope,"end to."" ""Isle des Chevaliers?"" ""Yes."" ""Murder, I hope."" Gideon took off his shirt and walked to the sin",annotator_1,overlap
Song of Solomon (1977),Pilate,264800,264806,character_reference,0.7,Pilate,"g out if what he said was true or not. She called Pilate into her shack one day later. ""Lay down,"" she sai",annotator_1,overlap
Tar Baby (1981),Gideon,481363,481369,character_reference,0.7,Gideon,"be a yardman all your life?"" ""His name is Gideon! Gideon! Not Yardman, and Mary Thérèse Foucault, you hear",annotator_1,overlap
Song of Solomon (1977),Solomon,607113,607120,character_reference,0.7,Solomon,"-o-o-o-o Solomon done fly, 329 Solomon done gone /Solomon cut across the sky, Solomon gone home!'"" He could",annotator_1,overlap
Paradise (1998),lot,131425,131428,character_reference,0.7,Lot,always misleading. He must have planned to have a lot of good-time company in his fortress: eight bedro,annotator_1,overlap
Beloved (1987),Paul,436950,436954,character_reference,0.85,Paul,"and it made a little motion in his pants pocket. Paul D looked up, noticed the side pocket agitation an",annotator_1,overlap
Song of Solomon (1977),Ruth,120950,120954,thematic_reference,0.9,Ruth,"dy. You your daddy's daughter!"" ""That's so,"" said Ruth in a thin but steady voice. ""I certainly am my da",annotator_1,unique
The Bluest Eye (1970),job,248341,248344,thematic_reference,0.9,Job,"had pure and holy yearnings. God had done a poor job, and Soaphead suspected that he himself could hav",annotator_1,overlap
Sula (1973),lot,41799,41802,character_reference,0.7,Lot,"at your only one?"" ""Yes,"" said Helene. ""Pretty. A lot like you."" ""Yes. Well. She's ten now."" ""Ten? Vrai",annotator_1,overlap
Song of Solomon (1977),Pilate,548052,548058,character_reference,0.7,Pilate,"e. But why not? he thought. One fact was certain: Pilate did not have a navel. Since that was true, anythi",annotator_1,unique
Song of Solomon (1977),Pilate,588810,588816,character_reference,0.7,Pilate,"the vestibule who came to pay their respects to ""Pilate's girl,"" but who dared not enter, had begun to so",annotator_1,unique
Paradise (1998),Grace,482027,482032,thematic_reference,0.8,Grace,"support from Mavis, the efforts to cheer her from Grace, but her rope to the world had slid from her fing",annotator_1,overlap
Song of Solomon (1977),job,25929,25932,thematic_reference,0.9,Job,"ilkman. It certainly didn't sound like the honest job of a dairyman, or bring to his mind cold bright c",annotator_1,overlap
Song of Solomon (1977),Pilate,248359,248365,character_reference,0.7,Pilate,"except for getting there-to Darling Street, where Pilate lived and where, she supposed, Hagar lived too. H",annotator_1,overlap
Song of Solomon (1977),Hagar,162471,162476,character_reference,0.85,Hagar,""" Guitar motioned to the waitress for the check. ""Hagar's. Yeah. Sweet Hagar. Wonder what her name is."" """,annotator_1,unique
Paradise (1998),grace,246225,246230,thematic_reference,0.8,Grace,"- ing next to her. The sign of Sweetie's state of grace was how badly the warm snow whipped the shape, si",annotator_1,overlap
Paradise (1998),Mark,199585,199589,thematic_reference,0.9,Mark,"ed right at the corner onto Central, passed Luke, Mark and Matthew, then parked neatly in front of the b",annotator_1,unique
Song of Solomon (1977),Solomon,606155,606162,character_reference,0.85,Solomon,"lying on her side, her cheek cupped in her hand. ""Solomon, that's who."" ""Oh, him."" She laughed. ""You belong",annotator_1,unique
Paradise (1998),job,264346,264349,thematic_reference,0.9,Job,At a loss as to where to go or what to do. Get a job near the prison and stand by him? Meaning follow,annotator_1,overlap
Song of Solomon (1977),Pilate,529507,529513,character_reference,0.7,Pilate,"d an aunt live down this way too. Name of Pilate. Pilate Dead. Ever hear of her?"" ""Ha! Sound like a newspa",annotator_1,overlap
The Bluest Eye (1970),lot,277800,277803,character_reference,0.7,Lot,"didn't love him, she sure let him do it to her a lot. That's nothing. 157 How do you know? I saw them",annotator_1,unique
Song of Solomon (1977),acts,425190,425194,thematic_reference,0.9,Acts,"word: ""I live here, but my people . . ."" or: ""She acts like she ain't got no people,"" or: ""Do any of you",annotator_1,overlap
A Mercy (2008),Jacob,26690,26695,character_reference,0.85,Jacob,"y with this trickery."" ""They come from Portugal?"" Jacob wondered if the serving woman understood English",annotator_1,overlap
Paradise (1998),Mary,449459,449463,character_reference,0.85,Mary,"r Roberta left on business in Sep- tember, Sister Mary Elizabeth and three, now, feckless students conti",annotator_1,overlap
Song of Solomon (1977),Mary,348339,348343,character_reference,0.85,Mary,ho spoke French and who had traveled on the Queen Mary might not have the proper attitude toward future,annotator_1,unique
The Bluest Eye (1970),Micah,241350,241355,thematic_reference,0.9,Micah,"died soon after childbirth. Her son, named Elihue Micah Whitcomb, provided the schoolmaster with ample op",annotator_1,overlap
Tar Baby (1981),acts,346078,346082,thematic_reference,0.9,Acts,"w that. Cleaned him up and he looks fine and even acts all right. Look here. They pack a lunch, go off t",annotator_1,overlap
Paradise (1998),grace,135741,135746,thematic_reference,0.8,Grace,"low between sighting and following through, could grace slip through at all? It was the I-give woman serv",annotator_1,overlap
Song of Solomon (1977),Hagar,168524,168529,character_reference,0.85,Hagar,"t while his breath was no longer that of a puppy, Hagar could still whip it into a pant when he was seven",annotator_1,overlap
Song of Solomon (1977),Pilate,169567,169573,character_reference,0.7,Pilate,"e's hitting her! I saw him! With his fist, Mama!"" Pilate looked up from a fourth-grade geography book she",annotator_1,overlap
Beloved (1987),Paul,326697,326701,character_reference,0.85,Paul,"ave her, but actually to take it. Four days after Paul D reminded her of how many feet she had, Sethe ru",annotator_1,overlap
Beloved (1987),Paul,244288,244292,character_reference,0.85,Paul,"ed to the kitchen. The dogs ate without sound and Paul D thought they at least got what they came for, a",annotator_1,overlap
Song of Solomon (1977),Pilate,95220,95226,character_reference,0.7,Pilate,"comfortable and soft. Milkman spoke softly too. ""Pilate said somebody shot your father. Five feet into th",annotator_1,overlap
Paradise (1998),lot,207063,207066,character_reference,0.7,Lot,ver. When he and Steward had enlisted there was a lot to learn-from how to tie an army tie to how to pa,annotator_1,overlap
Song of Solomon (1977),Solomon,566169,566176,character_reference,0.85,Solomon,"d an illegitimate child, and her father- No. It's Solomon she is crying for, not a baby. ""Solomon don't lea",annotator_1,overlap
Paradise (1998),lot,157940,157943,character_reference,0.7,Lot,"ven bank their father owned collapsed for a whole lot of reasons, and one of them, Steward maintained,",annotator_1,unique
Song of Solomon (1977),Grace,536367,536372,thematic_reference,0.8,Grace,"ne-Miss Long. Grace Long-Mr...."" ""How do you do?"" Grace held out her hand to him. ""Fine, thank you."" ""Mr.",annotator_1,overlap
The Bluest Eye (1970),Cain,87389,87393,character_reference,0.85,Cain,toward them and brought her books down on Woodrow Cain's head. The circle broke. Woodrow Cain grabbed hi,annotator_1,overlap
A Mercy (2008),Jacob,50103,50108,character_reference,0.85,Jacob,"eaded girl he had found half dead on a riverbank. Jacob agreed to do it, provided the sawyer forgive the",annotator_1,overlap
Song of Solomon (1977),Pilate,265265,265271,character_reference,0.7,Pilate,"he woman said. Then, ""Child, where's your navel?"" Pilate had never heard the word ""navel"" and didn't know",annotator_1,overlap
Beloved (1987),lot,71238,71241,character_reference,0.7,Lot,"alked soft and spit in handkerchiefs. Gentle in a lot of ways. You know, the kind who know Jesus by His",annotator_1,overlap
Jazz (1992),Joseph,194359,194365,character_reference,0.85,Joseph,"s his name. Victory Williams. Mrs. Rhoda named me Joseph after her father, but neither she nor Mr. Frank e",annotator_1,unique
Song of Solomon (1977),Pilate,619651,619657,character_reference,0.85,Pilate,"re was general merriment at his quick return, and Pilate blended into the population like a stick of butte",annotator_1,overlap
Tar Baby (1981),Gideon,278721,278727,character_reference,0.85,Gideon,"e they ever caught?"" ""No, man, still there,"" said Gideon. ""They ride those horses all over the hills. They",annotator_1,unique
Beloved (1987),job,295419,295422,thematic_reference,0.9,Job,"t he stayed on because all in all it wasn't a bad job, especially in winter when Cincinnati reassumed i",annotator_1,overlap
A Mercy (2008),Jacob,148069,148074,character_reference,0.85,Jacob,d like the snow showers that signaled it. Just as Jacob's determination to rise up in the world had cease,annotator_1,overlap
Song of Solomon (1977),Hagar,280733,280738,character_reference,0.85,Hagar,"to another, taking time out to produce one child, Hagar, Pilate thought it might be time for a change. No",annotator_1,overlap
Song of Solomon (1977),Pilate,146114,146120,character_reference,0.7,Pilate,e he had come to expect from his mother. Not that Pilate or Reba felt the possessive love for him that his,annotator_1,overlap
A Mercy (2008),faith,118454,118459,thematic_reference,0.8,Faith,"e daughter, that Rebekka turned away. Weak as her faith was, there was no excuse for not pro- tecting the",annotator_1,overlap
Tar Baby (1981),Gideon,281130,281136,character_reference,0.85,Gideon,"t the table but not the room. When she was quiet, Gideon waved his arm about the house and told Son, ""You",annotator_1,unique
Paradise (1998),lot,84723,84726,character_reference,0.7,Lot,"pecans, or is this your idea?"" ""My idea."" ""Make a lot of pies."" ""Make more than pie."" Connie rinsed the",annotator_1,overlap
Song of Solomon (1977),Pilate,480818,480824,character_reference,0.85,Pilate,d him-that her father's body was in the cave. Did Pilate tell Circe that they had killed a man in there? P,annotator_1,overlap
Song of Solomon (1977),Ruth,61022,61026,thematic_reference,0.9,Ruth,orward and put her hand on her mother's shoulder. Ruth was quiet. The little boy kicked his feet against,annotator_1,overlap
Song of Solomon (1977),Solomon,494282,494289,character_reference,0.85,Solomon,"Solomon. ""Maybe get another belt somewhere?"" Mr. Solomon kept his eyes on the counter. ""Guess I could ask",annotator_1,overlap
Paradise (1998),Zechariah,369262,369271,thematic_reference,0.9,Zechariah,"prolific as the earlier ones. They were not like Zechariah Morgan (aka Big Papa, né Coffee) m. Mindy Flood [",annotator_1,overlap
Paradise (1998),Luke,215894,215898,thematic_reference,0.9,Luke,"ome Cross John on the west. St. Luke became Cross Luke. The sanity of this pleased most everybody, Deek",annotator_1,overlap
Jazz (1992),Psalms,96721,96727,thematic_reference,0.9,Psalms,"iches to eat; the one-armed one, Neola, read them Psalms. The strict discipline was occasionally lightened",annotator_1,overlap
Beloved (1987),Paul,107673,107677,character_reference,0.85,Paul,"D. ""No,"" she said. ""I didn't see no such thing."" Paul D frowned but said nothing. If there had been an",annotator_1,overlap
Song of Solomon (1977),Solomon,565154,565161,character_reference,0.85,Solomon,"r people now that he could recognize in the song: Solomon, Jake, Ryna and Heddy, and a veiled reference to",annotator_1,overlap
Song of Solomon (1977),Pilate,282904,282910,character_reference,0.7,Pilate,"sister-in-law listening to her life story, which Pilate was making deliberately long to keep Ruth's mind",annotator_1,overlap
The Bluest Eye (1970),Jesus,126458,126463,character_reference,0.85,Jesus,fur. Pecola turned to find the front door and saw Jesus looking down at her with sad and unsurprised eyes,annotator_1,unique
Paradise (1998),Grace,141132,141137,thematic_reference,0.8,Grace,"e, and where are her clothes?"" ""Oh, that's little Grace. She came the day after Mother died."" ""Died? When",annotator_1,overlap
Beloved (1987),Paul,24190,24194,character_reference,0.85,Paul,"u would have stayed."" ""Girl, who you talking to?"" Paul D laughed. ""True, true. She's right, Sethe. It wa",annotator_1,overlap
Song of Solomon (1977),Hagar,87262,87267,character_reference,0.7,Hagar,"heads of Pilate and Reba shot up. They peered at Hagar, then exchanged looks. ""Baby?"" Reba's voice was s",annotator_1,overlap
Beloved (1987),Paul,249525,249529,character_reference,0.85,Paul,"our months, so complete was the attention she and Paul D were paying to themselves they both felt a jolt",annotator_1,overlap
Song of Solomon (1977),Ruth,118611,118615,thematic_reference,0.9,Ruth,"re today if . . ."" Father Padrew smiled and shook Ruth's hand. ""Very pleased to meet you, Miss Foster.""",annotator_1,unique
Song of Solomon (1977),Hagar,586615,586620,character_reference,0.85,Hagar,"hair. He don't like mine."" Pilate put her hand on Hagar's head and trailed her fingers through her grandd",annotator_1,overlap
Song of Solomon (1977),Hagar,332141,332146,character_reference,0.85,Hagar,"r Street, and Sonny's Shop, and Mary's Place, and Hagar, he could not visualize a life that much differen",annotator_1,unique
Song of Solomon (1977),Ruth,252977,252981,thematic_reference,0.9,Ruth,"to. But I can't make you a for-certain promise."" Ruth heard the supplication in her words and it seemed",annotator_1,overlap
A Mercy (2008),Jacob,120369,120374,character_reference,0.85,Jacob,"there all day and through the night. No one, not Jacob, Sorrow or Lina, could get her up. And not the Pa",annotator_1,unique
Song of Solomon (1977),Pilate,86006,86012,character_reference,0.7,Pilate,"taste no worse,"" Reba said. ""Your wine any good, Pilate?"" asked Guitar. ""Couldn't tell you."" ""Why not?"" """,annotator_1,overlap
Paradise (1998),Aaron,557389,557394,character_reference,0.85,Aaron,"meet him. He and Lone would get to Deed Sands and Aaron Poole. Melinda said they ought to notify Dovey, b",annotator_1,overlap
Song of Solomon (1977),Pilate,608219,608225,character_reference,0.7,Pilate,"es, and things. Names that had meaning. No wonder Pilate put hers in her ear. When you know your name, you",annotator_1,overlap
Song of Solomon (1977),communion,120096,120105,thematic_reference,0.8,Communion,"n to anybody who wants to drop in?"" ""Communion is communion."" ""You're a silly woman."" ""Father Padrew didn't t",annotator_1,overlap
Song of Solomon (1977),Ruth,116170,116174,thematic_reference,0.9,Ruth,"t, not of power (a nine- year-old girl could slap Ruth and get away with it), but of helplessness. She w",annotator_1,overlap
Song of Solomon (1977),Hagar,578431,578436,character_reference,0.85,Hagar,"Let me see if I have that size."" She waited until Hagar let the plaid skirt fall down to her ankles befor",annotator_1,unique
The Bluest Eye (1970),First Corinthians,186740,186757,character_reference,0.7,First Corinthians,e nodded in drowsy appreciation as the words from First Corinthians droned over her. Sweet amens fell from her lips a,annotator_1,unique
Beloved (1987),Paul,267049,267053,character_reference,0.85,Paul,"r, herself, Halle, and four boys, over half named Paul, made up the entire population. Mrs. Garner humme",annotator_1,overlap
Song of Solomon (1977),Pilate,175732,175738,character_reference,0.7,Pilate,"et people tell me what to do. I do what I want."" ""Pilate tells you what to do."" ""But I don't have to do it",annotator_1,overlap
Song of Solomon (1977),Pilate,306405,306411,character_reference,0.7,Pilate,"Macon Dead died, his children, a twelve- year-old Pilate and a sixteen-year-old Macon Dead, found them- se",annotator_1,overlap
A Mercy (2008),Judah,140625,140630,character_reference,0.7,Judah,In addition there were Papists and the tribes of Judah to whom redemption was denied along with a variet,annotator_1,overlap
Beloved (1987),Paul,135049,135053,character_reference,0.85,Paul,the wildness out of the eye. Sethe looked up into Paul D's eyes to see if there was any trace left in th,annotator_1,overlap
Song of Solomon (1977),Matthew,385381,385388,thematic_reference,0.9,Matthew,"rd hath brought together, let no man put asunder- Matthew Twenty-one: Two. We was bony fide and legal wed,",annotator_1,overlap
Song of Solomon (1977),lot,205004,205007,character_reference,0.7,Lot,"d go. ""Well, thanks for the coffee, boy. Did me a lot of good. A lot of good."" He took his gloves out o",annotator_1,overlap
Song of Solomon (1977),Hagar,303313,303318,character_reference,0.85,Hagar,"ed my head on it. Made a hickey too. When I asked Hagar what it was she said, 'Pilate's inheritance.'"" ""A",annotator_1,overlap
Song of Solomon (1977),Pilate,272690,272696,character_reference,0.7,Pilate,"the man, who was eager to take her for his wife. Pilate was afraid that she wouldn't be able to hide her",annotator_1,unique
Paradise (1998),Jesus,538307,538312,character_reference,0.85,Jesus,. No men. Kissing on themselves. Babies hid away. Jesus! No telling what else. Look what happened to Bill,annotator_1,overlap
Paradise (1998),grace,81390,81395,thematic_reference,0.8,Grace,"economize her gestures without sacrificing their grace. Connie, having launched her into the chore, was",annotator_1,overlap
Song of Solomon (1977),Pilate,99274,99280,character_reference,0.7,Pilate,"stay out of that wine house and as far away from Pilate as you can."" Milkman lowered his head. His father",annotator_1,overlap
Tar Baby (1981),Gideon,542914,542920,character_reference,0.7,Gideon,"reased and played a middle ear drone in his head. Gideon tapped him on the shoulder and he sat down. ""Leav",annotator_1,overlap
