novel_title,allusion_text,start_pos,end_pos,allusion_type,confidence,biblical_source,context,assigned_annotator,data_type
Paradise (1998),Jude,89033,89037,thematic_reference,0.9,Jude,"been horrified-and he drove off accompanying ""Hey Jude"" on his radio. Behind the wheel, cooling in the a",annotator_3,overlap
Beloved (1987),Paul,295349,295353,character_reference,0.85,Paul,ine Street and rode the wind above the pig yards. Paul D heard them but he stayed on because all in all,annotator_3,overlap
Song of Solomon (1977),Saul,520587,520591,character_reference,0.85,Saul,"im, scarred him like Reverend Cooper's knot, like Saul's missing teeth, and like his own father. He felt",annotator_3,overlap
Song of Solomon (1977),Grace,546694,546699,thematic_reference,0.8,Grace,straight for it. - went Milkman opened the parcel Grace had fixed for him and took the way and one. other,annotator_3,overlap
Sula (1973),trinity,61160,61167,thematic_reference,0.8,Trinity,"me a dewey-joining with the other two to become a trinity with a plural name inseparable, loving nothing an",annotator_3,overlap
Song of Solomon (1977),First Corinthians,55482,55499,character_reference,0.7,First Corinthians,tirring. Chapter 2 Only Magdalene called Lena and First Corinthians were genu- inely happy when the big Packard rolle,annotator_3,unique
Sula (1973),Grace,140629,140634,thematic_reference,0.8,Grace,"""What the hell do I care about falling?"" ""Amazing Grace."" ""You sold your life for twenty-three dollars a",annotator_3,overlap
Paradise (1998),job,591147,591150,thematic_reference,0.9,Job,"as Coffee and Tea. When Coffee got the statehouse job, Tea seemed as pleased as everybody else. And whe",annotator_3,overlap
Beloved (1987),Paul,36382,36386,character_reference,0.85,Paul,"in it as by the certainty of giving her his sex, Paul D dropped twenty-five years from his recent memor",annotator_3,overlap
Tar Baby (1981),job,296892,296895,thematic_reference,0.9,Job,"You the kind of man that does worry me. You had a job, you chucked it. You got in some trouble, you say",annotator_3,overlap
Beloved (1987),Paul,131380,131384,character_reference,0.85,Paul,"of what she heard. But she could not picture what Paul D said. Nothing came to mind. Carefully, carefull",annotator_3,overlap
Song of Solomon (1977),Hagar,53651,53656,character_reference,0.7,Hagar,"ea water in a hot wind-going for junk jewelry for Hagar, Reba's gifts to men, and he didn't know what all",annotator_3,overlap
Paradise (1998),lot,341628,341631,character_reference,0.7,Lot,Billie turned to watch her friend's car leave the lot then looked down at the vomit. Without making a f,annotator_3,overlap
Song of Solomon (1977),Pilate,178280,178286,character_reference,0.7,Pilate,"n or why she would do either. He assumed Reba and Pilate knew, but they never made any reference to the ch",annotator_3,overlap
A Mercy (2008),Jacob,50662,50667,character_reference,0.85,Jacob,nd was still isolated except for the Separatists. Jacob soon learned that they had bolted from their bret,annotator_3,overlap
Paradise (1998),Mary,468145,468149,character_reference,0.85,Mary,"in."" She might not have agreed so quickly, but as Mary Magna led her out of the chapel into the schoolro",annotator_3,overlap
Sula (1973),Eve,27217,27220,character_reference,0.7,Eve,"ew Years, 'stead of before. I get paid New Year's Eve."" And his sweetheart answered, ""OK, but make sure",annotator_3,overlap
Song of Solomon (1977),lot,205004,205007,character_reference,0.7,Lot,"d go. ""Well, thanks for the coffee, boy. Did me a lot of good. A lot of good."" He took his gloves out o",annotator_3,overlap
Beloved (1987),Paul,48320,48324,character_reference,0.85,Paul,the. Nothing could be as good as the sex with her Paul D had been imagining off and on for twenty-five y,annotator_3,overlap
Song of Solomon (1977),Grace,536602,536607,thematic_reference,0.8,Grace,"y chair. ""Well, he just stepped foot in the door, Grace. Give me time."" Miss Byrd turned to Milkman. ""Wou",annotator_3,unique
Tar Baby (1981),Gideon,282655,282661,character_reference,0.85,Gideon,"s were bright and on him. ""You going back?"" asked Gideon, “to the island?” ""I don't know."" ""You want to ge",annotator_3,overlap
The Bluest Eye (1970),numbers,146092,146099,thematic_reference,0.9,Numbers,"ur years of going to school, she was enchanted by numbers and depressed by words. She missed-without knowin",annotator_3,overlap
Song of Solomon (1977),Pilate,585235,585241,character_reference,0.7,Pilate,last she opened the door and presented herself to Pilate and Reba. And it was in their eyes that she saw w,annotator_3,overlap
Beloved (1987),job,506079,506082,thematic_reference,0.9,Job,"said. ""Yes, sir."" ""Well. Well, good luck with the job."" ""Thank you. And, Paul D, you don't have to stay",annotator_3,unique
Sula (1973),mark,239605,239609,thematic_reference,0.9,Mark,"that was how he knew she was a friend-she had the mark of the fish he loved), and one of her braids had",annotator_3,overlap
Song of Solomon (1977),Magdalene,164255,164264,character_reference,0.85,Magdalene,en in a drugstore. Cologne and dusting powder for Magdalene called Lena; a compact for Corinthians; a five-po,annotator_3,overlap
Song of Solomon (1977),Ruth,243727,243731,thematic_reference,0.9,Ruth,"emembered the round fire-red stomach, for he left Ruth alone after that.) When the baby was born the day",annotator_3,overlap
Beloved (1987),Paul,418369,418373,character_reference,0.85,Paul,"r of Sixo, and even Halle; it was always clear to Paul D that those two were men whether Garner said so",annotator_3,overlap
Sula (1973),Jude,145492,145496,thematic_reference,0.9,Jude,"""You puttin' it on, Nel. Jude must be wore out."" ""Jude must be wore out? You don't care nothin' 'bout my",annotator_3,overlap
Tar Baby (1981),grace,162918,162923,thematic_reference,0.8,Grace,"ore sipping it through a lump of sugar. More than grace, she thought, Valerian had courage. He could not",annotator_3,overlap
Song of Solomon (1977),Ruth,40032,40036,thematic_reference,0.9,Ruth,"t he had been introduced to 23 his daughter, Miss Ruth Foster, and would appreciate having the doctor's",annotator_3,overlap
Paradise (1998),Peter,381143,381148,character_reference,0.85,Peter,"r the rest of her life.) Since Bitty Cato married Peter Blackhorse, and since her daughter, Fawn Blackhor",annotator_3,overlap
Paradise (1998),Peter,587124,587129,character_reference,0.85,Peter,rgan Sav- ings and Loan Bank as he approached St. Peter. At Cross Peter he crossed and made his way to Ri,annotator_3,unique
Song of Solomon (1977),Pilate,316031,316037,character_reference,0.7,Pilate,"ked one of them up and was amazed at its weight. ""Pilate,"" he called. ""Pilate."" But she was growing roots",annotator_3,overlap
Song of Solomon (1977),Hagar,614035,614040,character_reference,0.85,Hagar,"f it. He had left her. While he dreamt of flying, Hagar was dying. Sweet's silvery voice came back to him",annotator_3,overlap
Jazz (1992),acts,215608,215612,thematic_reference,0.9,Acts,"ke me-curious, inven- tive and well-informed. Joe acts like he knew all about what the old folks did to",annotator_3,overlap
Song of Solomon (1977),Hagar,87039,87044,character_reference,0.85,Hagar,"anddaughter. ""Course she ain't,"" said her mother. Hagar tossed a branch to the heap on the floor and rubb",annotator_3,unique
Beloved (1987),Paul,444590,444594,character_reference,0.85,Paul,"Judy will take me in or won't she."" ""I was there, Paul D."" ""You was where?"" ""There in the yard. When she",annotator_3,overlap
Song of Solomon (1977),Ruth,135046,135050,thematic_reference,0.9,Ruth,ming from me. Then I thought about his delivering Ruth's babies. I'm not saying that they had contact. B,annotator_3,overlap
Song of Solomon (1977),Hagar,571322,571327,character_reference,0.85,Hagar,"not, despise you, or leave you .. ""You know what, Hagar? Everything I ever loved in my life left me. My f",annotator_3,unique
Sula (1973),Jude,133473,133477,thematic_reference,0.9,Jude,"restless to go there. As if reading her thoughts, Jude leaned down and whis- pered, ""Me too."" Nel smiled",annotator_3,overlap
Tar Baby (1981),Gideon,273622,273628,character_reference,0.7,Gideon,f that nurse and all American women. Waited until Gideon had lied about all the money he made there and wh,annotator_3,overlap
Beloved (1987),Paul,396687,396691,character_reference,0.85,Paul,"r did. Even when Buglar and Howard ran away. Then Paul D came in here. I heard his voice downstairs, and",annotator_3,overlap
Paradise (1998),Esther,154274,154280,thematic_reference,0.9,Esther,"There is no 'Beware' on it."" ""You weren't there! Esther was! And you weren't here, either, at the beginni",annotator_3,overlap
Song of Solomon (1977),Pilate,545180,545186,character_reference,0.7,Pilate,"lle-that re- minded him of how he used to feel in Pilate's house. Sitting in Susan Byrd's living room, lyi",annotator_3,overlap
Paradise (1998),Paul,286843,286847,character_reference,0.85,Paul,"sanctified thee."" Reverend Misner countered with Paul's words to the Corinthians: “... the greatest of",annotator_3,overlap
Song of Solomon (1977),Hagar,251391,251396,character_reference,0.85,Hagar,"""Can I do something for you?"" ""I'm Ruth Foster."" Hagar stiffened. A lightning shot of excitement ran thr",annotator_3,overlap
Song of Solomon (1977),Ruth,348675,348679,thematic_reference,0.9,Ruth,"ong after they had reached thirty-five, and after Ruth came to terms with the sav- age fact that her dau",annotator_3,overlap
A Mercy (2008),grace,128666,128671,thematic_reference,0.8,Grace,"l and sur- rounded it with biscuits. Anne offered grace. Breathing quietly, they sipped warm, spirited wa",annotator_3,overlap
Tar Baby (1981),lot,55623,55626,character_reference,0.7,Lot,"ey shrugged. “Last time I saw him he ate a mighty lot of steak."" ""And fresh coconut cake. The whole cak",annotator_3,overlap
Beloved (1987),revelation,318382,318392,thematic_reference,0.9,Revelation,"too much."" He had insisted on privacy during the revelation at the slaughter yard-now he wondered whom he was",annotator_3,unique
Tar Baby (1981),Gideon,279355,279361,character_reference,0.85,Gideon,"t you was one,"" said Thérèse. ""She thought,"" said Gideon. ""Not me. Personally I think the blindness comes",annotator_3,unique
Song of Solomon (1977),Pilate,612567,612573,character_reference,0.7,Pilate,"ing out the green bottles she used for her wine. ""Pilate!"" he shouted. ""Have I got stuff to tell you!"" She",annotator_3,unique
A Mercy (2008),Jacob,135467,135472,character_reference,0.85,Jacob,aglitter like a gate to heaven. Rebekka did what Jacob ordered her to do: gathered the women and struggl,annotator_3,unique
Song of Solomon (1977),Pilate,99274,99280,character_reference,0.7,Pilate,"stay out of that wine house and as far away from Pilate as you can."" Milkman lowered his head. His father",annotator_3,overlap
A Mercy (2008),Job,138983,138986,thematic_reference,0.9,Job,"intolerable to men. What complaint would a female Job dare to put forth? And if, having done so, and He",annotator_3,overlap
Song of Solomon (1977),Ruth,181868,181872,thematic_reference,0.9,Ruth,"d in Tommy's Barbershop, the word was that Winnie Ruth Judd had struck again. The men laughed about it a",annotator_3,overlap
Tar Baby (1981),job,439129,439132,thematic_reference,0.9,Job,"l Mr. Street and then we'd be out of a job-a good job. I don't know now what I thought, to tell the tru",annotator_3,overlap
Paradise (1998),Aaron,216668,216673,character_reference,0.85,Aaron,"coming in from south country. Its driver would be Aaron Poole, late, as Deek knew he would be, since he w",annotator_3,overlap
Tar Baby (1981),lot,323638,323641,character_reference,0.7,Lot,"have a real life like most people, I've missed a lot. Don't take your feet away from me too."" ""You are",annotator_3,unique
Tar Baby (1981),Gideon,283004,283010,character_reference,0.85,Gideon,"on's mind, his eye. It unnerved him to think that Gideon had looked at her at all. The old man heard the p",annotator_3,overlap
Sula (1973),hope,231232,231236,thematic_reference,0.8,Hope,t Sula's throat. So it was with a strong sense of hope that the people in the Bottom watched October clo,annotator_3,unique
A Mercy (2008),Jacob,36490,36495,character_reference,0.85,Jacob,"d be to his advantage. ""You astound me,"" he said. Jacob refused to back down. ""Perhaps another lender wou",annotator_3,overlap
Song of Solomon (1977),Esther,424806,424812,thematic_reference,0.9,Esther,"rend Cooper took off his glasses. ""Well, I'll be! Esther!"" He threw his voice over his shoulder without ta",annotator_3,overlap
Song of Solomon (1977),Pilate,250945,250951,character_reference,0.7,Pilate,", her hands clasped between her knees. It was not Pilate. Ruth stood still and looked at the woman's back.",annotator_3,overlap
Paradise (1998),job,511812,511815,thematic_reference,0.9,Job,at summer. She called in sick to her baby-sitting job each time and stayed indoors to cut short streets,annotator_3,overlap
Song of Solomon (1977),Hagar,86312,86317,character_reference,0.85,Hagar,"want no cheap home brew. The Depression's over,"" Hagar said. ""Everybody got work now. They can afford to",annotator_3,overlap
Song of Solomon (1977),lot,284027,284030,character_reference,0.7,Lot,"cized by you. I know we don't see eye to eye on a lot of things. I know you think I'm lazy-not serious,",annotator_3,unique
Song of Solomon (1977),Pilate,480918,480924,character_reference,0.7,Pilate,"ere? Probably not, since Circe didn't mention it. Pilate said she took the white man's bones and didn't ev",annotator_3,overlap
Jazz (1992),Eve,212016,212019,character_reference,0.7,Eve,"ft Eden, he left a rich man. Not only did he have Eve, but he had the taste of the first apple in the w",annotator_3,overlap
Song of Solomon (1977),Pilate,53128,53134,character_reference,0.7,Pilate,served. Nor was there any gathering at the table. Pilate might bake hot bread and each one of them would e,annotator_3,overlap
Song of Solomon (1977),Pilate,82889,82895,character_reference,0.7,Pilate,"and Mama looked, too, didn't we?"" She glanced at Pilate for confirmation and went on. ""But they put the p",annotator_3,unique
Tar Baby (1981),Gideon,546455,546461,character_reference,0.7,Gideon,"aid to Gideon. ""Now, while there is still light."" Gideon ran his tongue over his stone-white teeth. ""No. I",annotator_3,overlap
Jazz (1992),Jesus,30928,30933,character_reference,0.7,Jesus,"better get to before I lose this no-count job. O Jesus."" She sighed heavily. ""Leave a note, why don't yo",annotator_3,overlap
Beloved (1987),Jesus,156578,156583,character_reference,0.85,Jesus,"s of holes and two bird nests. ""There you go, Lu. Jesus looking at you."" Sethe was looking at one mile of",annotator_3,unique
The Bluest Eye (1970),Jesus,7682,7687,character_reference,0.7,Jesus,"acked tight with phlegm, my mother frowns. ""Great Jesus. Get on in that bed. How many times do I have to",annotator_3,unique
Jazz (1992),job,157670,157673,thematic_reference,0.9,Job,"rue Belle, came when she heard. Left her cushiony job in Baltimore and, with ten eagle dollars stitched",annotator_3,overlap
Song of Solomon (1977),hope,175040,175044,thematic_reference,0.8,Hope,"-52?"" ""Every woman's not as strong as she is."" ""I hope not. Half as strong is too much."" ""Well, muscle s",annotator_3,overlap
Song of Solomon (1977),Grace,541386,541391,thematic_reference,0.8,Grace,"here named Pilate?"" ""Pilate. No. Never. Have you, Grace?"" Grace shook her head. ""No, and I've been here m",annotator_3,unique
Song of Solomon (1977),Mary,60425,60429,character_reference,0.85,Mary,"oked around at Corinthians, who ignored her. ""And Mary, I suppose."" Lena laughed. Corinthians stared col",annotator_3,overlap
Sula (1973),Matthew,142337,142344,thematic_reference,0.9,Matthew,et against the whitewashed walls of Greater Saint Matthew's. Nel listened and was moved to smile. To smile,annotator_3,unique
Beloved (1987),lot,286124,286127,character_reference,0.7,Lot,"ty of the trouble it was, and the loss. The whole lot was lost now. Five. He could claim the baby strug",annotator_3,unique
Beloved (1987),Paul,220724,220728,character_reference,0.85,Paul,"ad been occupied by one for eighteen years before Paul D came to call. And maybe it was better this way,",annotator_3,overlap
Song of Solomon (1977),Solomon,619851,619858,character_reference,0.85,Solomon,Pilate walked up the road to the path that led to Solomon's Leap. It was the higher of two outcrop- pings o,annotator_3,overlap
A Mercy (2008),communion,105193,105202,thematic_reference,0.8,Communion,k you are also. No holy spir- its are my need. No communion or prayer. You are my protection. Only you. You c,annotator_3,unique
Song of Solomon (1977),Pilate,619651,619657,character_reference,0.85,Pilate,"re was general merriment at his quick return, and Pilate blended into the population like a stick of butte",annotator_3,overlap
Song of Solomon (1977),Hagar,168280,168285,character_reference,0.85,Hagar,"ssed and his puppy breath came as fast as ever in Hagar's presence. It slowed finally, after Guitar took",annotator_3,overlap
Paradise (1998),Mary,449459,449463,character_reference,0.85,Mary,"r Roberta left on business in Sep- tember, Sister Mary Elizabeth and three, now, feckless students conti",annotator_3,overlap
Paradise (1998),Mary,484414,484418,character_reference,0.85,Mary,"en days Consolata had been inside, alone, keeping Mary Magna's breath coming and going, the cool blue li",annotator_3,unique
Song of Solomon (1977),Ruth,619320,619324,thematic_reference,0.9,Ruth,"their father in Virginia), and relations between Ruth and Macon were the same and would always be. Just",annotator_3,overlap
Song of Solomon (1977),Pilate,316052,316058,character_reference,0.7,Pilate,"d was amazed at its weight. ""Pilate,"" he called. ""Pilate."" But she was growing roots where she stood, and",annotator_3,overlap
Paradise (1998),David,261684,261689,character_reference,0.85,David,"go a little higher for a really intelligent girl. David will drive you back to the bus station, even if y",annotator_3,unique
Song of Solomon (1977),Mary,355062,355066,character_reference,0.85,Mary,"e ten minutes early for the interview and Michael-Mary, who adhered to her schedule to the minute, was f",annotator_3,overlap
Song of Solomon (1977),Pilate,256819,256825,character_reference,0.85,Pilate,"eaches kind of dried up on me in this heat,"" said Pilate, and she reached for a peck basket which held abo",annotator_3,overlap
Paradise (1998),faith,411459,411464,thematic_reference,0.8,Faith,"cold."" ""I meant the chart, not you. Limiting your faith to molecules as if-"" ""I don't limit anything. I j",annotator_3,overlap
Song of Solomon (1977),Solomon,489242,489249,character_reference,0.85,Solomon,"t for some light-skinned red-headed men (like Mr. Solomon), the men looked very much like the women. Visito",annotator_3,overlap
Sula (1973),Jesus,167527,167532,character_reference,0.85,Jesus,s but you are trying to tell me no and O my sweet Jesus what kind of cross is that? She can nower ke Inti,annotator_3,overlap
Tar Baby (1981),Gideon,274513,274519,character_reference,0.7,Gideon,ma Estée sat on the cot by the window. Son smoked Gideon's cigarettes and poured the rest of the rum into,annotator_3,overlap
Beloved (1987),Paul,428197,428201,character_reference,0.85,Paul,"o meet at quarters for supper. He never shows up. Paul D leaves for the creek on time, believing, hoping",annotator_3,unique
Paradise (1998),John,377189,377193,thematic_reference,0.9,John,"d, Ossie Beauchamp, Harper Jury, Sargeant Person, John Seawright, Edward Sands and Pat's father, Roger B",annotator_3,overlap
A Mercy (2008),Jacob,147106,147111,character_reference,0.85,Jacob,"any kindness shown her she munched like a rabbit. Jacob said the mother had no use for her which, Rebekka",annotator_3,unique
Song of Solomon (1977),Hagar,583341,583346,character_reference,0.7,Hagar,hardly ten yards when the bottom fell out of it. Hagar tripped on Jungle Red (Sculp- tura) and Youth Ble,annotator_3,overlap
A Mercy (2008),Jacob,37742,37747,character_reference,0.85,Jacob,"rd? The soft fingers fumbled for the absent haft. Jacob raised his eyes to D'Ortega's, noticing the cowar",annotator_3,overlap
Sula (1973),Jude,145607,145611,thematic_reference,0.9,Jude,"ou?"" ""Is that where it's at, in your back?"" ""Hah! Jude thinks it's everywhere."" what is ""げ​? ""He's right",annotator_3,overlap
Beloved (1987),Paul,252748,252752,character_reference,0.85,Paul,". Tucked into the well of his arm, Sethe recalled Paul D's face in the street when he asked her to have",annotator_3,overlap
Song of Solomon (1977),Judgment Day,415518,415530,thematic_reference,0.8,Judgment Day,", as a child, that when his father was wakened on Judgment Day his first sight would not be glory or the mag- ni",annotator_3,unique
Song of Solomon (1977),lot,23736,23739,character_reference,0.7,Lot,"mony skin and the boy's black skin. ""Used to be a lot of womenfolk nurse they kids a long time down Sou",annotator_3,unique
Sula (1973),Eve,134206,134209,character_reference,0.7,Eve,"be thick with birds. Disappars like her grandine, Eve  PART TWO  PART TWO  1937 Accompanied by a plague",annotator_3,overlap
Paradise (1998),Mary,336717,336721,character_reference,0.85,Mary,"ifficult to see, but Seneca recognized the Virgin Mary, the pair of shiny nun shoes, the rosary and, on",annotator_3,overlap
Song of Solomon (1977),Pilate,615839,615845,character_reference,0.7,Pilate,"'s feet appeared on the stone steps, and paused. ""Pilate,"" said Milkman, softly now, ""that's not what he m",annotator_3,overlap
Paradise (1998),grace,81390,81395,thematic_reference,0.8,Grace,"economize her gestures without sacrificing their grace. Connie, having launched her into the chore, was",annotator_3,overlap
Song of Solomon (1977),Pilate,270957,270963,character_reference,0.7,Pilate,"rt she felt in their midst she kept all her life. Pilate had learned, whenever she was asked her name, to",annotator_3,overlap
Song of Solomon (1977),Ruth,218697,218701,thematic_reference,0.9,Ruth,"or that knowledge. When his father told him about Ruth, he joined him in despising her, but he felt put",annotator_3,unique
Beloved (1987),Paul,85246,85250,character_reference,0.85,Paul,"a question that's on your mind too?"" ""Oh no. No, Paul D. Oh no."" ""Then she's of one mind and you anothe",annotator_3,overlap
Tar Baby (1981),EVE,339720,339723,character_reference,0.7,Eve,er themselves had touched the ground. 6 CHRISTMAS EVE'S EVE and even the goddamn hydran- gea had bloome,annotator_3,overlap
Song of Solomon (1977),Pilate,612255,612261,character_reference,0.7,Pilate,"ake up his mind. He was so eager for the sight of Pilate's face when he told her what he knew, he decided",annotator_3,unique
Beloved (1987),Paul,437446,437450,character_reference,0.85,Paul,"ot to say to you. I'm a take the easy one first."" Paul D chuckled. ""If it's hard for you, might kill me",annotator_3,overlap
Song of Solomon (1977),communion,119301,119310,thematic_reference,0.8,Communion,"ch. Well, I never heard of that. Anybody can take communion, I thought. At our church anybody can come up on",annotator_3,overlap
Sula (1973),hope,230240,230244,thematic_reference,0.8,Hope,"there were rumors that blacks would work it, and hope was high in spite of the fact that the River Road",annotator_3,overlap
Tar Baby (1981),Gideon,538102,538108,character_reference,0.7,Gideon,"il and handed it to him. ""What you want to know?"" Gideon asked, drying his ears. ""If she's there. If she's",annotator_3,unique
Beloved (1987),Paul,247332,247336,character_reference,0.85,Paul,"ter, when they reached the city's edge, Sethe and Paul D resumed catching and snatching each other's fin",annotator_3,overlap
Beloved (1987),Paul,227854,227858,character_reference,0.85,Paul,"he thought it explained Beloved's behavior around Paul D, whom she hated so. Denver neither believed nor",annotator_3,overlap
Jazz (1992),job,308305,308308,thematic_reference,0.9,Job,"ter funerals—she had to say no to, because of her job in Tuxedo. So more than anything she wanted gossi",annotator_3,overlap
Song of Solomon (1977),Ruth,61390,61394,thematic_reference,0.9,Ruth,"him. He looked at her. ""I guess we better stop,"" Ruth said to nobody in particular. Her eyes grazed the",annotator_3,overlap
Song of Solomon (1977),Lot,202364,202367,character_reference,0.7,Lot,"s you don't know nothin about, boy. You'll learn. Lot of strange things. Strange stuff goin on right in",annotator_3,overlap
Jazz (1992),lot,225528,225531,character_reference,0.7,Lot,"y were more than enough. I've thought about him a lot, wondered whether he was what True Belle loved an",annotator_3,overlap
The Bluest Eye (1970),job,213919,213922,thematic_reference,0.9,Job,"the black cook or white mistress that he wanted a job weeding, plowing, picking, cleaning, and that he",annotator_3,overlap
Song of Solomon (1977),Ruth,19552,19556,thematic_reference,0.9,Ruth,"osed to have lumps in it. Mashed ain't the dish."" Ruth let the seaweed disintegrate, and later, when its",annotator_3,overlap
Song of Solomon (1977),Ruth,62216,62220,thematic_reference,0.9,Ruth,"th the door handle. ""Not you,"" Macon said to her. Ruth looked at her husband. She parted her lips but di",annotator_3,overlap
Song of Solomon (1977),hope,541892,541896,thematic_reference,0.8,Hope,"ly family I have left."" Susan was in- dignant. ""I hope not. It's a sad thing, Mr. Macon, when you're lef",annotator_3,unique
Paradise (1998),Jesus,478362,478367,character_reference,0.85,Jesus,"omething it would mortify her to tell Mary Magna, Jesus or the Virgin. She hadn't known what she was doin",annotator_3,overlap
Song of Solomon (1977),Ruth,31062,31066,thematic_reference,0.9,Ruth,on Dead who begat a second Macon Dead who married Ruth Foster (Dead) and begat Mag- dalene called Lena D,annotator_3,overlap
Paradise (1998),mark,373007,373011,thematic_reference,0.9,Mark,"one of the intact nine fami- lies, had the little mark she had chosen to put after their names: 8-R. An",annotator_3,overlap
A Mercy (2008),Jacob,148069,148074,character_reference,0.85,Jacob,d like the snow showers that signaled it. Just as Jacob's determination to rise up in the world had cease,annotator_3,overlap
Song of Solomon (1977),Pilate,544921,544927,character_reference,0.85,Pilate,"he cared about. Once, long ago, he had cared what Pilate and Hagar thought of him, but having conquered Ha",annotator_3,overlap
Song of Solomon (1977),Hagar,282964,282969,character_reference,0.7,Hagar,"making deliberately long to keep Ruth's mind off Hagar. Chapter 6 ""I took her home. She was standing in",annotator_3,unique
A Mercy (2008),Jacob,18757,18762,character_reference,0.85,Jacob,"able; it was essential. In such ad hoc territory, Jacob simply knew that when he came out of that forest",annotator_3,overlap
Beloved (1987),Paul,33797,33801,character_reference,0.85,Paul,"vague smile on her lips. ""God damn it! Hush up!"" Paul D was shouting, falling, reaching for anchor. ""Le",annotator_3,overlap
Song of Solomon (1977),Pilate,42640,42646,character_reference,0.85,Pilate,"gold teeth but said nothing, so Macon knew it was Pilate. He locked all his drawers save one-the one he un",annotator_3,overlap
Song of Solomon (1977),Pilate,306405,306411,character_reference,0.7,Pilate,"Macon Dead died, his children, a twelve- year-old Pilate and a sixteen-year-old Macon Dead, found them- se",annotator_3,overlap
Song of Solomon (1977),Hagar,544932,544937,character_reference,0.85,Hagar,"out. Once, long ago, he had cared what Pilate and Hagar thought of him, but having conquered Hagar and ha",annotator_3,overlap
Jazz (1992),Jordan,149463,149469,character_reference,0.85,Jordan,"stful of it the sonofabitch. And when ""Wings Over Jordan"" came on he probably turned the volume down so he",annotator_3,unique
Song of Solomon (1977),Ruth,129220,129224,thematic_reference,0.9,Ruth,"y wife. Mercy wouldn't take colored then. Anyway, Ruth wouldn't go to any other doctor. I tried to get a",annotator_3,overlap
Song of Solomon (1977),Pilate,392262,392268,character_reference,0.7,Pilate,ter. He thought again of how Guitar had looked at Pilate-the jeweled hatred in his eyes. He had no right t,annotator_3,overlap
Jazz (1992),hope,161925,161929,thematic_reference,0.8,Hope,"ng after the night when craving (which used to be hope) got out of hand? When longing squeezed, then tos",annotator_3,unique
Paradise (1998),Peter,382390,382395,character_reference,0.85,Peter,"elia, a fifth? cousin to Soane and Dovey, because Peter Blackhorse was brother to Thomas Blackhorse and S",annotator_3,overlap
Paradise (1998),Peter,382158,382163,character_reference,0.85,Peter,"amilies and asked Thomas and Peter Blackhorse for Peter's daughter, Fawn. And maybe his advanced age was",annotator_3,overlap
The Bluest Eye (1970),Jesus,74498,74503,character_reference,0.85,Jesus,"."" ""Oh, honey, you've missed half your life. Whoa Jesus, one-nine-five. You talkin' 'bout smooth! I met h",annotator_3,overlap
Beloved (1987),Jesus,460041,460046,character_reference,0.85,Jesus,"at? Is that why you can't walk down the steps? My Jesus my."" But you said there was no defense. ""There ai",annotator_3,overlap
Song of Solomon (1977),Pilate,52792,52798,character_reference,0.7,Pilate,"es. The girl, Hagar, was braiding her hair, while Pilate, whose face he could not see because her back was",annotator_3,overlap
Beloved (1987),Paul,510810,510814,character_reference,0.85,Paul,", had been with the Mas- sachusetts 54th. He told Paul D they had been paid less than white soldiers. It",annotator_3,overlap
Tar Baby (1981),Gideon,303043,303049,character_reference,0.7,Gideon,"en he stood in the white towel watching Yardman's-Gideon's --back. But something had come loose in him, li",annotator_3,overlap
Beloved (1987),Paul,86384,86388,character_reference,0.85,Paul,"rough,"" he said. ""I quit."" ""That's the way it is, Paul D. I can't explain it to you no better than that,",annotator_3,overlap
Song of Solomon (1977),Jesus,32901,32906,character_reference,0.85,Jesus,"e of the man that killed Jesus, do you?"" ""I asked Jesus to save me my wife."" ""Careful, Macon."" ""I asked h",annotator_3,overlap
Song of Solomon (1977),Pilate,592865,592871,character_reference,0.7,Pilate,"or his hide or his flesh or his amazing strength, Pilate trumpeted for the sky itself to hear, ""And she wa",annotator_3,overlap
Paradise (1998),Mary,451991,451995,character_reference,0.85,Mary,"n it. They could not simply walk off, could they? Mary Magna called everyone together to explain. Anothe",annotator_3,overlap
Song of Solomon (1977),Hagar,169400,169405,character_reference,0.85,Hagar,"aid was true. Just after Milkman opened the door, Hagar came running from the bedroom, where she'd been l",annotator_3,overlap
Jazz (1992),Joseph,194992,194998,character_reference,0.85,Joseph,chool I had to have two names. I told the teacher Joseph Trace. Victory turned his whole self around in th,annotator_3,overlap
Song of Solomon (1977),Pilate,241425,241431,character_reference,0.7,Pilate,"and punched it), she ran to Southside looking for Pilate. She had never walked through that part of town,",annotator_3,overlap
Song of Solomon (1977),Esther,425981,425987,thematic_reference,0.9,Esther,"ord, I'm forgetting my- self. You must be hungry. Esther, get him something to fill him- self up on."" ""Oh,",annotator_3,overlap
Song of Solomon (1977),Pilate,601559,601565,character_reference,0.7,Pilate,", that's not the woman you're looking for, is it? Pilate?"" ""No,"" he said. ""Couldn't be."" He made motions o",annotator_3,overlap
Song of Solomon (1977),Pilate,175508,175514,character_reference,0.7,Pilate,"ell, I guess I better not try to prove you wrong. Pilate might be back with her knife."" ""Pilate scare you?",annotator_3,overlap
Song of Solomon (1977),Solomon,561446,561453,character_reference,0.85,Solomon,"a yalle, come ... Everybody in this town is named Solomon, he thought wear- ily. Solomon's General Store, L",annotator_3,unique
